,status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
749504,for_sale,1100000.0,1.0,1.0,,"2109 Broadway Apt 792, New York, NY, 10023",2109 Broadway Apt 792,New York,New York,10023.0,713.0,2007-03-09
468156,for_sale,327000.0,2.0,2.0,1.06,"901A Elder Ave Unit 901A, Bronx, NY, 10473",901A Elder Ave Unit 901A,Bronx,New York,10473.0,848.0,
565105,for_sale,995000.0,,1.0,,"2 W 67th St Unit 15G, New York, NY, 10023",2 W 67th St Unit 15G,New York,New York,10023.0,,2007-01-30
913466,for_sale,1350000.0,,,0.05,"404 Hawthorne St, New York City, NY, 11203",404 Hawthorne St,New York City,New York,11203.0,3460.0,
886400,for_sale,365000.0,1.0,1.0,,"100 Overlook Ter Apt 715, New York, NY, 10040",100 Overlook Ter Apt 715,New York,New York,10040.0,,2015-09-18
889717,for_sale,745000.0,1.0,1.0,,"77 Seventh Ave Unit 6C, New York, NY, 10011",77 Seventh Ave Unit 6C,New York,New York,10011.0,625.0,2010-01-15
759972,for_sale,219000.0,1.0,1.0,,"108-50 62 Dr Unit 5K, Forest Hills, NY, 11375",108-50 62 Dr Unit 5K,Forest Hills,New York,11375.0,500.0,
55823,for_sale,279000.0,6.0,4.0,0.77,"261 Flints Crossing Rd, Canaan, NY, 12029",261 Flints Crossing Rd,Canaan,New York,12029.0,5082.0,
749085,for_sale,849000.0,4.0,3.0,,"2011 E 33rd St Unit 2, Brooklyn, NY, 11234",2011 E 33rd St Unit 2,Brooklyn,New York,11234.0,,
742701,for_sale,690000.0,,1.0,,"201 E 21st St Apt 8H, New York City, NY, 10010",201 E 21st St Apt 8H,New York City,New York,10010.0,,2012-01-17
801260,for_sale,1400000.0,2.0,2.0,,"302 W 86th St Apt 12C, New York, NY, 10024",302 W 86th St Apt 12C,New York,New York,10024.0,,
887430,for_sale,605000.0,2.0,2.0,0.06,"232 Hylan Blvd, Staten Island, NY, 10305",232 Hylan Blvd,Staten Island,New York,10305.0,1460.0,1993-04-29
763716,for_sale,3650000.0,4.0,3.0,0.06,"359 Metropolitan Ave, Brooklyn, NY, 11211",359 Metropolitan Ave,Brooklyn,New York,11211.0,3188.0,
905069,for_sale,895000.0,4.0,4.0,0.05,"6134 Delafield Ave, New York City, NY, 10471",6134 Delafield Ave,New York City,New York,10471.0,2550.0,1989-01-11
855968,for_sale,5000000.0,3.0,3.0,,"870 5th Ave Apt 16E, Manhattan, NY, 10065",870 5th Ave Apt 16E,Manhattan,New York,10065.0,,
750378,for_sale,1295000.0,2.0,2.0,,"305 E 72nd St Apt 2GN, New York, NY, 10021",305 E 72nd St Apt 2GN,New York,New York,10021.0,1200.0,2021-03-24
747533,for_sale,3000000.0,,1.0,,"2116 3rd Ave, Manhattan, NY, 10029",2116 3rd Ave,Manhattan,New York,10029.0,1400.0,1981-08-21
487627,for_sale,4455000.0,3.0,4.0,,"25 Park Row Apt 16C, New York, NY, 10038",25 Park Row Apt 16C,New York,New York,10038.0,2075.0,
511635,for_sale,2590000.0,18.0,6.0,0.07,"468 Ralph Ave, Crown Heights, NY, 11233",468 Ralph Ave,Crown Heights,New York,11233.0,5627.0,
837357,for_sale,349000.0,1.0,1.0,,"31-14 Crescent St Unit 5D, Astoria, NY, 11106",31-14 Crescent St Unit 5D,Astoria,New York,11106.0,,2016-07-25
757340,for_sale,3395000.0,2.0,1.0,,"48 Great Jones St Unit 5R, New York, NY, 10012",48 Great Jones St Unit 5R,New York,New York,10012.0,2508.0,
909843,for_sale,599900.0,4.0,2.0,0.23,"14 Buenta Way, Purdys, NY, 10578",14 Buenta Way,Purdys,New York,10578.0,1700.0,2005-04-11
826936,for_sale,388000.0,2.0,1.0,,"43-34 Union St Unit 3F, Flushing, NY, 11355",43-34 Union St Unit 3F,Flushing,New York,11355.0,900.0,2007-03-01
570382,for_sale,535000.0,1.0,1.0,,"170 E 94th St Apt 5E, New York, NY, 10128",170 E 94th St Apt 5E,New York,New York,10128.0,,2017-09-22
876335,for_sale,1499000.0,5.0,6.0,0.09,"17 Firwood Rd, Port Washington, NY, 11050",17 Firwood Rd,Port Washington,New York,11050.0,,
512272,for_sale,2098000.0,8.0,5.0,0.06,"83-55 116th St, Kew Gardens, NY, 11418",83-55 116th St,Kew Gardens,New York,11418.0,4200.0,2006-03-16
863976,for_sale,550000.0,2.0,2.0,0.04,"10 Bay Street Lndg Apt 8I, Staten Island, NY, 10301",10 Bay Street Lndg Apt 8I,Staten Island,New York,10301.0,1590.0,
785261,for_sale,420000.0,2.0,2.0,,"8703 Bedell Ln Unit 603, Brooklyn, NY, 11236",8703 Bedell Ln Unit 603,Brooklyn,New York,11236.0,1040.0,2005-08-05
466600,for_sale,825000.0,1.0,1.0,,"21 S Portland Ave Apt 4R, New York, NY, 11217",21 S Portland Ave Apt 4R,New York,New York,11217.0,,2011-09-19
795244,for_sale,2600000.0,3.0,3.0,,"250 E 87th St Apt 17B, New York City, NY, 10128",250 E 87th St Apt 17B,New York City,New York,10128.0,,2007-10-23
890948,for_sale,842000.0,2.0,2.0,,"1238 63rd St Unit D443, Brooklyn, NY, 11219",1238 63rd St Unit D443,Brooklyn,New York,11219.0,890.0,
793804,for_sale,689999.0,3.0,2.0,0.05,"202-19 109th Ave, Jamaica, NY, 11412",202-19 109th Ave,Jamaica,New York,11412.0,1496.0,
871567,for_sale,300000.0,2.0,1.0,,"83-30 98th St Unit 2A, Woodhaven, NY, 11421",83-30 98th St Unit 2A,Woodhaven,New York,11421.0,,
853447,for_sale,635000.0,1.0,1.0,0.2,"1326 Madison Ave Apt 3, New York City, NY, 10128",1326 Madison Ave Apt 3,New York City,New York,10128.0,750.0,2019-03-25
860275,for_sale,1250000.0,1.0,1.0,0.03,"18R Spring St Unit 3R, New York City, NY, 10012",18R Spring St Unit 3R,New York City,New York,10012.0,,
912642,for_sale,970000.0,2.0,3.0,,"171 Great Neck Rd Apt 4E, Great Neck, NY, 11021",171 Great Neck Rd Apt 4E,Great Neck,New York,11021.0,1087.0,
537636,for_sale,119000.0,1.0,1.0,,"11 Balint Dr Apt 244, Yonkers, NY, 10710",11 Balint Dr Apt 244,Yonkers,New York,10710.0,800.0,
832202,for_sale,625000.0,1.0,1.0,,"25-40 Shore Blvd Unit 2B, Astoria, NY, 11102",25-40 Shore Blvd Unit 2B,Astoria,New York,11102.0,,2015-12-07
844882,for_sale,1295000.0,1.0,1.0,,"429 Kent Ave Unit 832, New York City, NY, 11249",429 Kent Ave Unit 832,New York City,New York,11249.0,835.0,
467022,for_sale,4495000.0,3.0,4.0,,"1212 Fifth Ave Unit 2A, New York, NY, 10029",1212 Fifth Ave Unit 2A,New York,New York,10029.0,,2013-10-16
504954,for_sale,1699000.0,1.0,2.0,,"1 Main St Apt 4F, Brooklyn, NY, 11201",1 Main St Apt 4F,Brooklyn,New York,11201.0,1293.0,2013-12-13
856103,for_sale,850000.0,1.0,1.0,,"165 E 72nd St Apt 6G, New York City, NY, 10021",165 E 72nd St Apt 6G,New York City,New York,10021.0,900.0,
865025,for_sale,2725000.0,1.0,2.0,,"500 W 22nd St Unit 5A, New York City, NY, 10011",500 W 22nd St Unit 5A,New York City,New York,10011.0,1153.0,
484396,for_sale,749000.0,5.0,3.0,0.06,"62 Buchanan Pl, Bronx, NY, 10453",62 Buchanan Pl,Bronx,New York,10453.0,,
825032,for_sale,328000.0,3.0,1.0,,"56-21 Douglaston Pkwy Unit Upper, Douglaston, NY, 11362",56-21 Douglaston Pkwy Unit Upper,Douglaston,New York,11362.0,,
864673,for_sale,679000.0,,1.0,,"500 W 43rd St Apt 21G, New York City, NY, 10036",500 W 43rd St Apt 21G,New York City,New York,10036.0,415.0,2018-03-30
570395,for_sale,2425000.0,2.0,2.0,,"1 W End Ave Apt 18G, New York, NY, 10023",1 W End Ave Apt 18G,New York,New York,10023.0,1194.0,2017-10-05
744210,for_sale,470000.0,,1.0,,"170 W 74th St Apt 908, New York City, NY, 10023",170 W 74th St Apt 908,New York City,New York,10023.0,,2015-05-20
786941,for_sale,302000.0,2.0,1.0,,"12421 Flatlands Ave Apt 4L, Brooklyn, NY, 11208",12421 Flatlands Ave Apt 4L,Brooklyn,New York,11208.0,808.0,
889732,for_sale,6900000.0,2.0,3.0,,"25 W 28th St Ph 41D, New York, NY, 10001",25 W 28th St Ph 41D,New York,New York,10001.0,1848.0,
859794,for_sale,2995000.0,5.0,4.0,0.09,"643 17th St, New York City, NY, 11218",643 17th St,New York City,New York,11218.0,3168.0,2015-05-21
792609,for_sale,449000.0,2.0,1.0,,"51-40 30 Ave Unit 2C, Woodside, NY, 11377",51-40 30 Ave Unit 2C,Woodside,New York,11377.0,,2004-12-30
749583,for_sale,700000.0,2.0,2.0,,"26 E 19th St Apt 4B, Brooklyn, NY, 11226",26 E 19th St Apt 4B,Brooklyn,New York,11226.0,658.0,2018-09-26
817168,for_sale,1150000.0,2.0,1.0,,"315 E 88th St Apt 5G, New York City, NY, 10128",315 E 88th St Apt 5G,New York City,New York,10128.0,,
810751,for_sale,548888.0,4.0,2.0,,"143-40 Roosevelt Ave Unit 1F, Flushing, NY, 11354",143-40 Roosevelt Ave Unit 1F,Flushing,New York,11354.0,1400.0,2014-12-23
818179,for_sale,619000.0,2.0,2.0,0.06,"2839 W 28th St, Brooklyn, NY, 11224",2839 W 28th St,Brooklyn,New York,11224.0,1120.0,1990-12-06
528805,for_sale,2700000.0,1.0,2.0,,"354 Broome St Apt 4C, New York City, NY, 10013",354 Broome St Apt 4C,New York City,New York,10013.0,1633.0,2021-03-09
921480,for_sale,158000.0,,1.0,,"294 Bronxville Rd Apt 6C, Bronxville, NY, 10708",294 Bronxville Rd Apt 6C,Bronxville,New York,10708.0,539.0,
817897,for_sale,629000.0,2.0,2.0,,"43 Harbor Ln, New Rochelle, NY, 10805",43 Harbor Ln,New Rochelle,New York,10805.0,1300.0,1991-07-15
553049,for_sale,1300000.0,3.0,2.0,0.07,"1830 E 28th St, Brooklyn, NY, 11229",1830 E 28th St,Brooklyn,New York,11229.0,1400.0,
583335,for_sale,1049000.0,4.0,4.0,0.09,"841 Marcy Ave, Staten Island, NY, 10309",841 Marcy Ave,Staten Island,New York,10309.0,2352.0,2016-08-31
555593,for_sale,482500.0,3.0,3.0,0.05,"86 Beach St, Staten Island, NY, 10304",86 Beach St,Staten Island,New York,10304.0,1080.0,2001-03-29
813213,for_sale,1450000.0,8.0,5.0,0.09,"1606 Williamsbridge Rd, Bronx, NY, 10461",1606 Williamsbridge Rd,Bronx,New York,10461.0,2502.0,2016-11-01
802037,for_sale,549000.0,2.0,1.0,0.04,"160-04 Baisley Blvd, Jamaica, NY, 11434",160-04 Baisley Blvd,Jamaica,New York,11434.0,,2017-06-20
758849,for_sale,2400000.0,3.0,3.0,0.11,"111-11 76th Dr, Forest Hills, NY, 11375",111-11 76th Dr,Forest Hills,New York,11375.0,,2006-02-22
499863,for_sale,525000.0,3.0,3.0,0.02,"12 Deirdre Ct, Staten Island, NY, 10304",12 Deirdre Ct,Staten Island,New York,10304.0,1650.0,2004-04-27
827382,for_sale,650000.0,1.0,1.0,,"335 W 21st St Apt 2FE, New York, NY, 10011",335 W 21st St Apt 2FE,New York,New York,10011.0,,2019-02-08
565517,for_sale,849000.0,1.0,1.0,,"590 W End Ave Apt 3B, New York City, NY, 10024",590 W End Ave Apt 3B,New York City,New York,10024.0,,2012-03-26
559158,for_sale,378888.0,2.0,1.0,,"63-45 Saunders St Unit 4C, Rego Park, NY, 11374",63-45 Saunders St Unit 4C,Rego Park,New York,11374.0,,2014-10-25
573044,for_sale,425000.0,1.0,1.0,0.33,"870 W 181st St Apt 34, New York City, NY, 10033",870 W 181st St Apt 34,New York City,New York,10033.0,,2015-07-08
777565,for_sale,739000.0,3.0,2.0,0.04,"25-28 Humphrey St, East Elmhurst, NY, 11369",25-28 Humphrey St,East Elmhurst,New York,11369.0,,2021-12-09
515390,for_sale,1195000.0,6.0,6.0,0.05,"1023 Elder Ave, Bronx, NY, 10472",1023 Elder Ave,Bronx,New York,10472.0,3258.0,2009-07-02
564771,for_sale,179498.0,1.0,1.0,,"5601 Riverdale Ave Apt 7S, Bronx, NY, 10471",5601 Riverdale Ave Apt 7S,Bronx,New York,10471.0,750.0,2010-12-20
916219,for_sale,975000.0,1.0,1.0,,"41 W 72nd St Apt 8C, Manhattan, NY, 10023",41 W 72nd St Apt 8C,Manhattan,New York,10023.0,638.0,2008-11-03
746022,for_sale,189000.0,1.0,1.0,,"2150 E Tremont Ave Apt 7G, Bronx, NY, 10462",2150 E Tremont Ave Apt 7G,Bronx,New York,10462.0,655.0,2011-06-17
754324,for_sale,865000.0,1.0,1.0,,"301 E 79th St Apt 5P, New York, NY, 10075",301 E 79th St Apt 5P,New York,New York,10075.0,654.0,2008-12-22
891071,for_sale,995000.0,1.0,1.0,,"250 E 21st St Unit 3E, New York, NY, 10010",250 E 21st St Unit 3E,New York,New York,10010.0,617.0,
718762,for_sale,499999.0,3.0,1.0,0.09,"4 North St, Staten Island, NY, 10302",4 North St,Staten Island,New York,10302.0,1470.0,2017-09-01
787476,for_sale,2495000.0,2.0,2.0,0.32,"305 W 16th St # C, New York City, NY, 10011",305 W 16th St # C,New York City,New York,10011.0,1001.0,
716572,for_sale,7205000.0,3.0,4.0,,"1 Wall St Unit 1901, New York City, NY, 10005",1 Wall St Unit 1901,New York City,New York,10005.0,2493.0,
788400,for_sale,1195000.0,1.0,1.0,,"100 W 81st St Apt 1D, New York City, NY, 10024",100 W 81st St Apt 1D,New York City,New York,10024.0,,2015-09-09
871717,for_sale,5950000.0,24.0,17.0,0.1,"29-12 Newtown Ave, Astoria, NY, 11102",29-12 Newtown Ave,Astoria,New York,11102.0,,
818387,for_sale,339000.0,2.0,1.0,,"32-40 92 St Unit B508, East Elmhurst, NY, 11369",32-40 92 St Unit B508,East Elmhurst,New York,11369.0,,2011-05-19
553153,for_sale,730000.0,3.0,2.0,0.04,"4126 Paulding Ave, Bronx, NY, 10466",4126 Paulding Ave,Bronx,New York,10466.0,1813.0,2017-02-24
491445,for_sale,1858000.0,6.0,4.0,0.09,"53-16 199th St, Fresh Meadows, NY, 11365",53-16 199th St,Fresh Meadows,New York,11365.0,2288.0,2010-02-11
568746,for_sale,129900.0,1.0,1.0,,"70 Locust Ave Apt B112, New Rochelle, NY, 10801",70 Locust Ave Apt B112,New Rochelle,New York,10801.0,725.0,
841583,for_sale,999000.0,3.0,6.0,0.09,"216-11 136th Rd, Springfield Gardens, NY, 11413",216-11 136th Rd,Springfield Gardens,New York,11413.0,1960.0,2003-09-08
891262,for_sale,1550000.0,1.0,1.0,,"200 Chambers St Apt 7F, New York City, NY, 10007",200 Chambers St Apt 7F,New York City,New York,10007.0,,2007-05-11
912411,for_sale,1430000.0,1.0,1.0,,"238 E 3rd St Apt 1B, Manhattan, NY, 10009",238 E 3rd St Apt 1B,Manhattan,New York,10009.0,816.0,
497394,for_sale,1125000.0,2.0,2.0,1.04,"21 S End Ave Apt 226, New York City, NY, 10280",21 S End Ave Apt 226,New York City,New York,10280.0,1004.0,2004-03-31
818808,for_sale,659000.0,3.0,3.0,0.11,"21 Cornell Pl, Staten Island, NY, 10304",21 Cornell Pl,Staten Island,New York,10304.0,1692.0,2013-07-17
539287,for_sale,115000.0,1.0,1.0,,"530 Riverdale Ave Apt 3K, Yonkers, NY, 10705",530 Riverdale Ave Apt 3K,Yonkers,New York,10705.0,800.0,
739538,for_sale,759000.0,4.0,3.0,0.05,"163-53 Mathias Ave, Jamaica, NY, 11433",163-53 Mathias Ave,Jamaica,New York,11433.0,,2021-06-28
773250,for_sale,1150000.0,2.0,2.0,,"408 8th Ave Apt 8A, New York City, NY, 10001",408 8th Ave Apt 8A,New York City,New York,10001.0,,1996-07-30
768041,for_sale,975000.0,1.0,1.0,,"311 E 38th St Apt 7F, New York, NY, 10016",311 E 38th St Apt 7F,New York,New York,10016.0,804.0,2022-02-10
358527,for_sale,24000.0,,,2.0,"County Route 56, Ticonderoga, NY, 12883",County Route 56,Ticonderoga,New York,12883.0,,
543546,for_sale,749000.0,,3.0,0.3,"331 Jewett Ave, Staten Island, NY, 10302",331 Jewett Ave,Staten Island,New York,10302.0,,1997-01-30
736177,for_sale,785000.0,1.0,1.0,0.06,"362 W 127th St Apt 5A, New York City, NY, 10027",362 W 127th St Apt 5A,New York City,New York,10027.0,809.0,2017-10-10
877457,for_sale,1175000.0,1.0,2.0,,"40 Broad St Ph 3B, New York, NY, 10004",40 Broad St Ph 3B,New York,New York,10004.0,964.0,
736449,for_sale,545000.0,,1.0,0.19,"181 E 101st St Unit 705, New York City, NY, 10029",181 E 101st St Unit 705,New York City,New York,10029.0,425.0,
470442,for_sale,4500000.0,3.0,3.0,,"555 Park Ave Fl 6E, New York, NY, 10065",555 Park Ave Fl 6E,New York,New York,10065.0,,
484318,for_sale,550000.0,1.0,1.0,,"345 E 81st St Apt 7H, New York, NY, 10028",345 E 81st St Apt 7H,New York,New York,10028.0,,2006-12-19
816012,for_sale,825000.0,2.0,1.0,,"815 8th Ave Apt 4F, New York, NY, 11215",815 8th Ave Apt 4F,New York,New York,11215.0,,2017-11-24
838983,for_sale,635000.0,1.0,1.0,,"779 Riverside Dr Apt B43, Manhattan, NY, 10032",779 Riverside Dr Apt B43,Manhattan,New York,10032.0,814.0,2009-12-17
799497,for_sale,1395000.0,1.0,2.0,,"44 Cheever Pl Unit 401, New York, NY, 11231",44 Cheever Pl Unit 401,New York,New York,11231.0,1014.0,
877399,for_sale,1128000.0,3.0,2.0,0.09,"58-07 217th St, Bayside, NY, 11364",58-07 217th St,Bayside,New York,11364.0,,
583226,for_sale,599000.0,3.0,2.0,0.09,"11 Wilson Ave, Staten Island, NY, 10308",11 Wilson Ave,Staten Island,New York,10308.0,1040.0,
513100,for_sale,1249000.0,2.0,2.0,,"27 Quincy St Apt 2A, Brooklyn, NY, 11238",27 Quincy St Apt 2A,Brooklyn,New York,11238.0,1100.0,2011-09-15
801387,for_sale,258000.0,1.0,1.0,,"47-14 217th St Unit 2D, Bayside, NY, 11361",47-14 217th St Unit 2D,Bayside,New York,11361.0,,2009-01-20
814461,for_sale,5195000.0,6.0,7.0,0.61,"1 Beach Ave, Larchmont, NY, 10538",1 Beach Ave,Larchmont,New York,10538.0,8596.0,2004-08-16
815970,for_sale,649999.0,3.0,2.0,0.06,"135 Corbin Ave, Staten Island, NY, 10308",135 Corbin Ave,Staten Island,New York,10308.0,1258.0,
827608,for_sale,425000.0,2.0,1.0,,"42-30 Douglaston Pkwy Unit 5L, Douglaston, NY, 11363",42-30 Douglaston Pkwy Unit 5L,Douglaston,New York,11363.0,,2006-04-04
917841,for_sale,195000.0,,,0.98,"634 Catherine St, Peekskill, NY, 10566",634 Catherine St,Peekskill,New York,10566.0,,
795716,for_sale,420000.0,2.0,1.0,,"64 39th Ave Unit 33, New York City, NY, 11377",64 39th Ave Unit 33,New York City,New York,11377.0,,
764031,for_sale,1495000.0,,1.0,,"259 Elizabeth St Unit C, New York City, NY, 10012",259 Elizabeth St Unit C,New York City,New York,10012.0,,
797876,for_sale,549000.0,3.0,2.0,0.09,"1619 Harding Park, Bronx, NY, 10473",1619 Harding Park,Bronx,New York,10473.0,1155.0,2019-09-23
738402,for_sale,289000.0,2.0,1.0,,"83-75 Woodhaven Blvd Unit 5S, Woodhaven, NY, 11421",83-75 Woodhaven Blvd Unit 5S,Woodhaven,New York,11421.0,,
827998,for_sale,1495000.0,3.0,2.0,,"221 E 78th St Unit 2HJ, New York, NY, 10075",221 E 78th St Unit 2HJ,New York,New York,10075.0,,2015-11-09
793010,for_sale,799000.0,2.0,2.0,,"535 Throop Ave Apt 2, Brooklyn, NY, 11221",535 Throop Ave Apt 2,Brooklyn,New York,11221.0,1059.0,2016-12-22
495768,for_sale,925000.0,1.0,2.0,,"75 Wall St Apt 27B, New York, NY, 10005",75 Wall St Apt 27B,New York,New York,10005.0,811.0,2009-01-06
859325,for_sale,825000.0,2.0,1.0,,"815 8th Ave Apt 4F, New York, NY, 11215",815 8th Ave Apt 4F,New York,New York,11215.0,,2017-11-24
839959,for_sale,550000.0,1.0,1.0,,"4-74 48th Ave Unit 27J, New York City, NY, 11109",4-74 48th Ave Unit 27J,New York City,New York,11109.0,700.0,
895404,for_sale,595000.0,1.0,1.0,,"1230 Park Ave Apt 11A, New York, NY, 10128",1230 Park Ave Apt 11A,New York,New York,10128.0,,2009-12-29
359100,for_sale,90000.0,3.0,1.0,0.34,"5 Ferris Ct, Plattsburgh, NY, 12901",5 Ferris Ct,Plattsburgh,New York,12901.0,925.0,2018-11-21
768458,for_sale,4650000.0,5.0,3.0,,"41 2nd Pl, New York, NY, 11231",41 2nd Pl,New York,New York,11231.0,,1989-11-24
830253,for_sale,865555.0,5.0,3.0,0.05,"7446 65th St, Glendale, NY, 11385",7446 65th St,Glendale,New York,11385.0,,2004-07-04
752709,for_sale,4995000.0,4.0,5.0,,"326 Leonard St, New York City, NY, 11211",326 Leonard St,New York City,New York,11211.0,4000.0,2019-06-28
812081,for_sale,2380000.0,5.0,5.0,0.09,"108-42 66th Rd, Forest Hills, NY, 11375",108-42 66th Rd,Forest Hills,New York,11375.0,2300.0,2016-07-07
533596,for_sale,149999.0,1.0,1.0,0.08,"6 Crescent Dr Apt 22, Thiells, NY, 10984",6 Crescent Dr Apt 22,Thiells,New York,10984.0,799.0,2018-09-20
570358,for_sale,599000.0,2.0,2.0,0.25,"120 Weyman Ave, New Rochelle, NY, 10805",120 Weyman Ave,New Rochelle,New York,10805.0,1261.0,2000-11-15
569053,for_sale,375500.0,3.0,2.0,,"327 Palmer Ter Apt 1A, Mamaroneck, NY, 10543",327 Palmer Ter Apt 1A,Mamaroneck,New York,10543.0,1100.0,
837862,for_sale,340000.0,1.0,1.0,,"35-55 29th St Unit 5C, Astoria, NY, 11106",35-55 29th St Unit 5C,Astoria,New York,11106.0,,2015-09-30
511141,for_sale,1399000.0,11.0,6.0,0.05,"48-19 47th St, Woodside, NY, 11377",48-19 47th St,Woodside,New York,11377.0,2375.0,
556396,for_sale,655000.0,,1.0,,"20 West St Apt 19C, New York City, NY, 10004",20 West St Apt 19C,New York City,New York,10004.0,,2006-08-14
802419,for_sale,775000.0,2.0,3.0,0.03,"58-57 57th Rd, Maspeth, NY, 11378",58-57 57th Rd,Maspeth,New York,11378.0,,
346354,for_sale,25000.0,,,0.22,"26 Saratoga St, Hoosick, NY, 12090",26 Saratoga St,Hoosick,New York,12090.0,,
492165,for_sale,1299000.0,4.0,2.0,0.04,"43-17 25 Ave, Astoria, NY, 11103",43-17 25 Ave,Astoria,New York,11103.0,1616.0,
775347,for_sale,660000.0,3.0,1.0,0.03,"61-27 Cooper Ave, Glendale, NY, 11385",61-27 Cooper Ave,Glendale,New York,11385.0,1118.0,
909515,for_sale,525000.0,3.0,2.0,0.95,"2504 Ridge St, Yorktown Heights, NY, 10598",2504 Ridge St,Yorktown Heights,New York,10598.0,1700.0,1996-09-04
854502,for_sale,7800000.0,2.0,3.0,,"25 W 28th St Ph 42A, New York, NY, 10001",25 W 28th St Ph 42A,New York,New York,10001.0,1750.0,
855086,for_sale,525000.0,2.0,1.0,,"68-20 Burns St Unit D2, New York, NY, 11375",68-20 Burns St Unit D2,New York,New York,11375.0,,
552402,for_sale,249900.0,1.0,1.0,,"2390 Palisade Ave Apt 1G, Bronx, NY, 10463",2390 Palisade Ave Apt 1G,Bronx,New York,10463.0,850.0,2007-11-05
773131,for_sale,875000.0,2.0,2.0,,"6 Renaissance Ct Apt B, Brooklyn, NY, 11206",6 Renaissance Ct Apt B,Brooklyn,New York,11206.0,,
477529,for_sale,1500000.0,,6.0,0.05,"727 59th St, Brooklyn, NY, 11220",727 59th St,Brooklyn,New York,11220.0,4800.0,
58468,for_sale,339000.0,4.0,5.0,0.51,"5 Main St, New Lebanon, NY, 12125",5 Main St,New Lebanon,New York,12125.0,3133.0,2019-09-11
784884,for_sale,269000.0,1.0,1.0,0.15,"501 W 156th St Apt 62, New York City, NY, 10032",501 W 156th St Apt 62,New York City,New York,10032.0,,2016-10-25
823388,for_sale,700000.0,2.0,2.0,,"26 E 19th St Apt 4B, Brooklyn, NY, 11226",26 E 19th St Apt 4B,Brooklyn,New York,11226.0,658.0,2018-09-26
466137,for_sale,565000.0,,1.0,,"88 Greenwich St Apt 628, New York City, NY, 10006",88 Greenwich St Apt 628,New York City,New York,10006.0,569.0,2015-03-13
801135,for_sale,315000.0,3.0,1.0,,"155 84 St Unit 21, Howard Beach, NY, 11414",155 84 St Unit 21,Howard Beach,New York,11414.0,,2013-02-22
850485,for_sale,845000.0,1.0,1.0,,"205 E 78th St Apt 5F, New York, NY, 10075",205 E 78th St Apt 5F,New York,New York,10075.0,,2010-05-18
874705,for_sale,238000.0,1.0,1.0,,"31-50 140 St Unit 4H, Flushing, NY, 11354",31-50 140 St Unit 4H,Flushing,New York,11354.0,,
743358,for_sale,280000.0,,1.0,,"431 E 82nd St Apt 1A, New York City, NY, 10028",431 E 82nd St Apt 1A,New York City,New York,10028.0,,2015-10-27
742383,for_sale,1600000.0,1.0,2.0,,"133 W 22nd St Apt 4E, New York City, NY, 10011",133 W 22nd St Apt 4E,New York City,New York,10011.0,894.0,2021-12-09
374441,for_sale,17900.0,,,5.1,"430 Mountain Side Meadow Way, Hebron, NY, 12865",430 Mountain Side Meadow Way,Hebron,New York,12865.0,,
567408,for_sale,139000.0,2.0,1.0,,"154 Radford St Apt 4C, Yonkers, NY, 10705",154 Radford St Apt 4C,Yonkers,New York,10705.0,850.0,
899110,for_sale,1488000.0,,3.0,0.07,"165 Battery Ave, Brooklyn, NY, 11209",165 Battery Ave,Brooklyn,New York,11209.0,,1999-12-15
901125,for_sale,3100000.0,,,,"2759 Whitman Dr, Brooklyn, NY, 11234",2759 Whitman Dr,Brooklyn,New York,11234.0,,2004-11-09
768258,for_sale,995000.0,1.0,1.0,,"165 W 91st St Apt 5H, New York, NY, 10024",165 W 91st St Apt 5H,New York,New York,10024.0,749.0,2020-11-02
886672,for_sale,679000.0,3.0,1.0,0.06,"71-71 71st St, Glendale, NY, 11385",71-71 71st St,Glendale,New York,11385.0,1320.0,2003-03-11
491689,for_sale,6200000.0,3.0,3.0,,"206 E 73rd St # E, New York, NY, 10021",206 E 73rd St # E,New York,New York,10021.0,2440.0,
793988,for_sale,995000.0,1.0,1.0,0.05,"58 St Marks Pl Unit 206, New York City, NY, 11217",58 St Marks Pl Unit 206,New York City,New York,11217.0,650.0,
760401,for_sale,325000.0,,1.0,,"130 Hicks St Apt 1F, New York City, NY, 11201",130 Hicks St Apt 1F,New York City,New York,11201.0,,
539797,for_sale,1050000.0,4.0,3.0,0.03,"2202 Newkirk Ave, Brooklyn, NY, 11226",2202 Newkirk Ave,Brooklyn,New York,11226.0,,2000-12-20
831800,for_sale,419000.0,1.0,1.0,,"22-27 76 St Unit 2A, East Elmhurst, NY, 11370",22-27 76 St Unit 2A,East Elmhurst,New York,11370.0,677.0,2004-10-21
818089,for_sale,189999.0,2.0,2.0,,"66 Edgewater Park Unit 66A, Bronx, NY, 10465",66 Edgewater Park Unit 66A,Bronx,New York,10465.0,700.0,2016-09-28
844552,for_sale,540000.0,1.0,1.0,,"215 Adams St Apt 14E, New York, NY, 11201",215 Adams St Apt 14E,New York,New York,11201.0,630.0,2015-09-09
781094,for_sale,18000000.0,3.0,4.0,,"22 Bond St Ph 1, New York City, NY, 10012",22 Bond St Ph 1,New York City,New York,10012.0,3840.0,
808861,for_sale,72000.0,1.0,1.0,,"1103 Franklin Ave Apt 20, Bronx, NY, 10456",1103 Franklin Ave Apt 20,Bronx,New York,10456.0,650.0,
