,status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
786245,for_sale,1800000.0,6.0,4.0,0.05,"86 Madison St, New York City, NY, 11216",86 Madison St,New York City,New York,11216.0,3336.0,
481977,for_sale,768000.0,5.0,3.0,0.11,"185 Clove Rd, Staten Island, NY, 10310",185 Clove Rd,Staten Island,New York,10310.0,2200.0,2012-05-16
753197,for_sale,1175000.0,1.0,2.0,,"55 Wall St Apt 944, New York, NY, 10005",55 Wall St Apt 944,New York,New York,10005.0,1104.0,2010-02-04
526820,for_sale,1400000.0,2.0,2.0,,"307 W 82nd St Apt 1AB, New York City, NY, 10024",307 W 82nd St Apt 1AB,New York City,New York,10024.0,,2017-07-19
767357,for_sale,1150000.0,1.0,1.0,,"50 King St Apt 8B, New York, NY, 10014",50 King St Apt 8B,New York,New York,10014.0,,2019-06-04
849165,for_sale,405000.0,2.0,2.0,2.45,"85-09 151st Ave Unit 5H, Howard Beach, NY, 11414",85-09 151st Ave Unit 5H,Howard Beach,New York,11414.0,,
742985,for_sale,7950000.0,2.0,2.0,,"481 Washington St Ph 7S, New York, NY, 10013",481 Washington St Ph 7S,New York,New York,10013.0,3052.0,
827727,for_sale,299000.0,,1.0,,"100 LA Salle St Apt 19E, New York, NY, 10027",100 LA Salle St Apt 19E,New York,New York,10027.0,500.0,2012-09-26
827067,for_sale,925000.0,2.0,1.0,,"254 W 25th St Apt 5B, Manhattan, NY, 10001",254 W 25th St Apt 5B,Manhattan,New York,10001.0,,
884702,for_sale,7650000.0,2.0,3.0,,"37 E 12th St Apt 4, New York City, NY, 10003",37 E 12th St Apt 4,New York City,New York,10003.0,3028.0,2017-08-30
57180,for_sale,2400000.0,4.0,4.0,100.94,"123 Cemetery Rd, New Lebanon, NY, 12125",123 Cemetery Rd,New Lebanon,New York,12125.0,3648.0,
561731,for_sale,995000.0,1.0,1.0,,"635 W 42nd St Apt 12B, New York, NY, 10036",635 W 42nd St Apt 12B,New York,New York,10036.0,685.0,2016-12-14
870281,for_sale,449999.0,2.0,1.0,,"301 E 63rd St Apt 14J, New York, NY, 10065",301 E 63rd St Apt 14J,New York,New York,10065.0,,2020-07-22
770610,for_sale,395000.0,1.0,2.0,,"420 E 51st St Unit 1H, New York, NY, 10022",420 E 51st St Unit 1H,New York,New York,10022.0,,2018-12-05
877427,for_sale,439000.0,3.0,2.0,0.07,"250 Gordon St, Staten Island, NY, 10304",250 Gordon St,Staten Island,New York,10304.0,1164.0,2007-06-20
750096,for_sale,999999.0,1.0,1.0,,"235 W End Ave Apt 9D, New York, NY, 10023",235 W End Ave Apt 9D,New York,New York,10023.0,780.0,2017-11-03
551918,for_sale,375000.0,,1.0,0.88,"150-38 Union Tpke Unit 4N, Flushing, NY, 11367",150-38 Union Tpke Unit 4N,Flushing,New York,11367.0,500.0,2001-02-08
504490,for_sale,775000.0,1.0,1.0,,"316 W 84th St Apt 5E, New York City, NY, 10024",316 W 84th St Apt 5E,New York City,New York,10024.0,750.0,
894530,for_sale,595900.0,3.0,2.0,0.12,"27 Hildreth Pl, Yonkers, NY, 10704",27 Hildreth Pl,Yonkers,New York,10704.0,1343.0,1996-08-28
735990,for_sale,265000.0,2.0,1.0,,"144-75 Melbourne Ave Unit 2A, Flushing, NY, 11367",144-75 Melbourne Ave Unit 2A,Flushing,New York,11367.0,1000.0,
886102,for_sale,450000.0,2.0,2.0,,"2550 Independence Ave Apt 2J, Bronx, NY, 10463",2550 Independence Ave Apt 2J,Bronx,New York,10463.0,1050.0,
500801,for_sale,2573000.0,3.0,3.0,,"160 Imlay Unit Phd St Ph 1, Brooklyn, NY, 11231",160 Imlay Unit Phd St Ph 1,Brooklyn,New York,11231.0,2735.0,
810256,for_sale,830000.0,4.0,3.0,0.04,"1465 E 93rd St, Brooklyn, NY, 11236",1465 E 93rd St,Brooklyn,New York,11236.0,,2007-09-18
754124,for_sale,590000.0,1.0,1.0,,"95 Quincy St Unit 3F, Brooklyn, NY, 11238",95 Quincy St Unit 3F,Brooklyn,New York,11238.0,503.0,
571173,for_sale,499999.0,8.0,2.0,0.1,"75 Horton Ave, New Rochelle, NY, 10801",75 Horton Ave,New Rochelle,New York,10801.0,2502.0,2000-10-13
820331,for_sale,2650000.0,2.0,2.0,,"682 6th Ave Unit 7, New York City, NY, 10010",682 6th Ave Unit 7,New York City,New York,10010.0,2200.0,
821810,for_sale,199900.0,,1.0,,"345 Webster Ave Apt 3A, Brooklyn, NY, 11230",345 Webster Ave Apt 3A,Brooklyn,New York,11230.0,450.0,2005-05-26
892507,for_sale,2250000.0,3.0,3.0,,"195 Maple St, Brooklyn, NY, 11225",195 Maple St,Brooklyn,New York,11225.0,2580.0,1999-01-27
492171,for_sale,5950000.0,24.0,17.0,0.1,"29-12 Newtown Ave, Astoria, NY, 11102",29-12 Newtown Ave,Astoria,New York,11102.0,,
850535,for_sale,1995000.0,2.0,2.0,,"870 Fifth Ave Unit 2E, New York, NY, 10065",870 Fifth Ave Unit 2E,New York,New York,10065.0,,
826095,for_sale,739000.0,3.0,3.0,0.06,"95-21 91st St, Jamaica, NY, 11416",95-21 91st St,Jamaica,New York,11416.0,,2021-05-26
866938,for_sale,1379000.0,5.0,4.0,22.0,"2074 E 57th St, Brooklyn, NY, 11234",2074 E 57th St,Brooklyn,New York,11234.0,,1989-07-03
505690,for_sale,450000.0,2.0,1.0,0.08,"169 Taylor St, Staten Island, NY, 10310",169 Taylor St,Staten Island,New York,10310.0,625.0,1997-02-27
751243,for_sale,990000.0,3.0,2.0,0.05,"32-37 73rd St, New York City, NY, 11370",32-37 73rd St,New York City,New York,11370.0,1612.0,
732170,for_sale,1325000.0,1.0,1.0,,"63 E 9th St Apt 4R, New York City, NY, 10003",63 E 9th St Apt 4R,New York City,New York,10003.0,850.0,2022-03-28
844782,for_sale,1658800.0,6.0,2.0,0.06,"2340 E 24th St, Brooklyn, NY, 11229",2340 E 24th St,Brooklyn,New York,11229.0,2892.0,2019-11-12
785742,for_sale,95000.0,1.0,1.0,,"1275 Grant Ave Apt 2E, Bronx, NY, 10456",1275 Grant Ave Apt 2E,Bronx,New York,10456.0,620.0,2010-08-18
780739,for_sale,975000.0,1.0,1.0,,"11 W 69th St Apt 5C, New York, NY, 10023",11 W 69th St Apt 5C,New York,New York,10023.0,,2007-05-03
501788,for_sale,799000.0,1.0,1.0,,"316 W 84th St Apt 4F, New York City, NY, 10024",316 W 84th St Apt 4F,New York City,New York,10024.0,,2008-05-28
811594,for_sale,925000.0,4.0,2.0,0.07,"133-31 122nd St, South Ozone Park, NY, 11420",133-31 122nd St,South Ozone Park,New York,11420.0,,
765893,for_sale,1625000.0,2.0,2.0,,"200 Riverside Blvd Apt 5C, New York City, NY, 10069",200 Riverside Blvd Apt 5C,New York City,New York,10069.0,1055.0,
547562,for_sale,2450000.0,3.0,2.0,,"450 Warren St Unit 2E, New York City, NY, 11217",450 Warren St Unit 2E,New York City,New York,11217.0,1675.0,
486286,for_sale,1495000.0,1.0,1.0,,"50 Bridge St Apt 412, Brooklyn, NY, 11201",50 Bridge St Apt 412,Brooklyn,New York,11201.0,1100.0,2017-01-20
781016,for_sale,6950000.0,3.0,3.0,,"210 Central /B Park S Unit 12A, New York, NY, 10019",210 Central /B Park S Unit 12A,New York,New York,10019.0,,
803330,for_sale,1729000.0,5.0,3.0,0.06,"34-11 75th St, Jackson Heights, NY, 11372",34-11 75th St,Jackson Heights,New York,11372.0,2612.0,1995-02-17
488237,for_sale,7500000.0,3.0,3.0,,"10 E 22nd St Units 3 & 4, New York, NY, 10010",10 E 22nd St Units 3 & 4,New York,New York,10010.0,4000.0,
904406,for_sale,689888.0,3.0,2.0,0.11,"421 Thornycroft Ave, Staten Island, NY, 10312",421 Thornycroft Ave,Staten Island,New York,10312.0,912.0,2004-11-15
880901,for_sale,5750000.0,6.0,5.0,,"161 Dean St, Brooklyn, NY, 11217",161 Dean St,Brooklyn,New York,11217.0,3978.0,2002-04-01
769673,for_sale,4400000.0,2.0,3.0,,"39 W 23rd St Apt 16B, New York City, NY, 10010",39 W 23rd St Apt 16B,New York City,New York,10010.0,1676.0,
511500,for_sale,1795000.0,2.0,2.0,,"155 W 20th St Unit 5BC, New York, NY, 10011",155 W 20th St Unit 5BC,New York,New York,10011.0,1300.0,2018-09-12
513304,for_sale,669999.0,3.0,2.0,0.05,"603 E 48th St, Brooklyn, NY, 11203",603 E 48th St,Brooklyn,New York,11203.0,1229.0,2013-04-05
894480,for_sale,379000.0,2.0,1.0,,"90-50 Union Tpke Unit 10J, Glendale, NY, 11385",90-50 Union Tpke Unit 10J,Glendale,New York,11385.0,1100.0,
556336,for_sale,1849000.0,7.0,4.0,0.06,"7611 16th Ave, Brooklyn, NY, 11214",7611 16th Ave,Brooklyn,New York,11214.0,2680.0,
915753,for_sale,349000.0,3.0,2.0,,"80-15 Main St Unit 1B, Briarwood, NY, 11435",80-15 Main St Unit 1B,Briarwood,New York,11435.0,,2005-11-23
849430,for_sale,2099000.0,5.0,5.0,0.34,"47 Annfield Ct, Staten Island, NY, 10304",47 Annfield Ct,Staten Island,New York,10304.0,6800.0,1998-08-28
813767,for_sale,7250000.0,7.0,4.0,,"21 Schermerhorn St, New York City, NY, 11201",21 Schermerhorn St,New York City,New York,11201.0,5500.0,
834471,for_sale,465000.0,3.0,2.0,,"90-60 Union Tpke Unit 1A, Glendale, NY, 11385",90-60 Union Tpke Unit 1A,Glendale,New York,11385.0,,
774429,for_sale,745000.0,1.0,1.0,,"200 E 78th St Apt 16A, New York, NY, 10075",200 E 78th St Apt 16A,New York,New York,10075.0,,2005-03-23
58908,for_sale,190000.0,1.0,1.0,0.5,"14 Old Route 22, Copake, NY, 12529",14 Old Route 22,Copake,New York,12529.0,418.0,
744338,for_sale,10000000.0,4.0,5.0,0.12,"22 W 66th St Ph 25-26, New York City, NY, 10023",22 W 66th St Ph 25-26,New York City,New York,10023.0,3064.0,
792219,for_sale,2800000.0,1.0,2.0,,"250 Van Brunt St, New York City, NY, 11231",250 Van Brunt St,New York City,New York,11231.0,,2007-03-02
486335,for_sale,625000.0,,1.0,,"165 Christopher St Apt 5P, New York City, NY, 10014",165 Christopher St Apt 5P,New York City,New York,10014.0,500.0,2017-10-13
837029,for_sale,630000.0,1.0,2.0,0.12,"425 E 78th St Apt 1A, New York City, NY, 10075",425 E 78th St Apt 1A,New York City,New York,10075.0,,2004-10-13
864782,for_sale,1088000.0,3.0,2.0,0.04,"1234 77th St, Brooklyn, NY, 11228",1234 77th St,Brooklyn,New York,11228.0,2000.0,2016-09-16
842687,for_sale,2500000.0,2.0,2.0,,"100 Riverside Dr Unit 10G, New York, NY, 10024",100 Riverside Dr Unit 10G,New York,New York,10024.0,1300.0,
451509,for_sale,325000.0,2.0,3.0,0.34,"43 Hillside Ave, Wingdale, NY, 12594",43 Hillside Ave,Wingdale,New York,12594.0,2225.0,2010-01-11
810887,for_sale,788000.0,3.0,2.0,0.04,"32-26 200th St, Bayside, NY, 11361",32-26 200th St,Bayside,New York,11361.0,,2002-07-19
485010,for_sale,2250000.0,7.0,3.0,0.06,"34-22 29th St, Astoria, NY, 11106",34-22 29th St,Astoria,New York,11106.0,3796.0,
476581,for_sale,325000.0,3.0,3.0,0.03,"339 Union Ave Unit 31, Staten Island, NY, 10303",339 Union Ave Unit 31,Staten Island,New York,10303.0,1677.0,2005-02-28
836647,for_sale,3750000.0,4.0,3.0,,"269 W 87th St Unit 14A, New York, NY, 10024",269 W 87th St Unit 14A,New York,New York,10024.0,2454.0,
869964,for_sale,875000.0,3.0,2.0,0.04,"19-54 81st St, East Elmhurst, NY, 11370",19-54 81st St,East Elmhurst,New York,11370.0,,
818699,for_sale,628000.0,2.0,2.0,,"43-18 Robinson St Unit 3B, Flushing, NY, 11355",43-18 Robinson St Unit 3B,Flushing,New York,11355.0,742.0,2018-01-26
778049,for_sale,419999.0,2.0,1.0,,"130 Lenox Ave Unit 307, New York City, NY, 10026",130 Lenox Ave Unit 307,New York City,New York,10026.0,,
749037,for_sale,1145000.0,3.0,2.0,0.07,"119-55 7th Ave, College Point, NY, 11356",119-55 7th Ave,College Point,New York,11356.0,2456.0,
512712,for_sale,2550000.0,7.0,4.0,0.07,"1614 64th St, Brooklyn, NY, 11204",1614 64th St,Brooklyn,New York,11204.0,3520.0,
780038,for_sale,4500000.0,1.0,,,"129 Russell St Unit Commercial, Brooklyn, NY, 11222",129 Russell St Unit Commercial,Brooklyn,New York,11222.0,5400.0,
748404,for_sale,875000.0,1.0,1.0,,"492 Henry St Apt 6D, New York, NY, 11231",492 Henry St Apt 6D,New York,New York,11231.0,925.0,
844447,for_sale,3875000.0,3.0,3.0,0.16,"39 E 79th St Apt 2B, New York City, NY, 10075",39 E 79th St Apt 2B,New York City,New York,10075.0,2102.0,
859930,for_sale,599000.0,2.0,1.0,,"2345 60th St Unit 4B, Brooklyn, NY, 11204",2345 60th St Unit 4B,Brooklyn,New York,11204.0,719.0,
839738,for_sale,850000.0,1.0,1.0,,"17 Convent Ave Unit 3AA, New York, NY, 10027",17 Convent Ave Unit 3AA,New York,New York,10027.0,739.0,
902864,for_sale,410000.0,1.0,1.0,0.02,"9707 4th Ave Apt 2U, Brooklyn, NY, 11209",9707 4th Ave Apt 2U,Brooklyn,New York,11209.0,780.0,
786915,for_sale,785000.0,1.0,1.0,,"424 E 52nd St Apt 9E, New York, NY, 10022",424 E 52nd St Apt 9E,New York,New York,10022.0,892.0,2019-07-16
758467,for_sale,19050000.0,5.0,7.0,,"1 Wall St Units 3404 & 3405, New York City, NY, 10005",1 Wall St Units 3404 & 3405,New York City,New York,10005.0,5852.0,
891862,for_sale,349900.0,3.0,2.0,0.03,"11 Roe St, Staten Island, NY, 10310",11 Roe St,Staten Island,New York,10310.0,1350.0,2003-01-27
907353,for_sale,235000.0,1.0,1.0,,"5700 Arlington Ave Apt 7M, Bronx, NY, 10471",5700 Arlington Ave Apt 7M,Bronx,New York,10471.0,,
904017,for_sale,609000.0,3.0,3.0,0.06,"2145 Victory Blvd, Staten Island, NY, 10314",2145 Victory Blvd,Staten Island,New York,10314.0,1260.0,2001-06-28
848791,for_sale,650000.0,1.0,1.0,,"401 E 89th St Apt 12F, New York, NY, 10128",401 E 89th St Apt 12F,New York,New York,10128.0,,
772364,for_sale,1350000.0,1.0,2.0,,"97 Grattan St Unit 1B, New York City, NY, 11237",97 Grattan St Unit 1B,New York City,New York,11237.0,1123.0,
788906,for_sale,789000.0,3.0,3.0,0.06,"2266 E 70th St, Brooklyn, NY, 11234",2266 E 70th St,Brooklyn,New York,11234.0,1836.0,1983-11-01
572850,for_sale,149000.0,1.0,1.0,,"11 Columbia Ave Apt C2, Hartsdale, NY, 10530",11 Columbia Ave Apt C2,Hartsdale,New York,10530.0,800.0,
777528,for_sale,1290000.0,8.0,5.0,0.05,"457 Lincoln Ave, Brooklyn, NY, 11208",457 Lincoln Ave,Brooklyn,New York,11208.0,,2020-10-07
734392,for_sale,545000.0,1.0,1.0,,"311 E 71st St Apt 10H, New York, NY, 10021",311 E 71st St Apt 10H,New York,New York,10021.0,,
580274,for_sale,1129000.0,4.0,3.0,0.1,"2415 E 64th St, Brooklyn, NY, 11234",2415 E 64th St,Brooklyn,New York,11234.0,1899.0,1993-12-30
811240,for_sale,899999.0,3.0,2.0,,"1138 Ocean Ave Apt 7G, New York, NY, 11230",1138 Ocean Ave Apt 7G,New York,New York,11230.0,1228.0,2012-05-09
477179,for_sale,350000.0,2.0,2.0,,"32 Tiger Ct Unit 27, Staten Island, NY, 10314",32 Tiger Ct Unit 27,Staten Island,New York,10314.0,851.0,
743039,for_sale,995000.0,2.0,1.0,,"1790 3rd Ave Apt 704, New York City, NY, 10029",1790 3rd Ave Apt 704,New York City,New York,10029.0,920.0,
495116,for_sale,3995000.0,5.0,4.0,,"538 9th St, New York City, NY, 11215",538 9th St,New York City,New York,11215.0,,
752918,for_sale,975000.0,6.0,3.0,0.06,"86-26 79 St, Woodhaven, NY, 11421",86-26 79 St,Woodhaven,New York,11421.0,,2006-08-15
511250,for_sale,288000.0,2.0,1.0,,"220-16 Stronghurst Ave Unit 19-9, Queens Village, NY, 11427",220-16 Stronghurst Ave Unit 19-9,Queens Village,New York,11427.0,,
488500,for_sale,595000.0,1.0,1.0,,"5 Tudor City Pl Apt 1825, New York City, NY, 10017",5 Tudor City Pl Apt 1825,New York City,New York,10017.0,,2007-08-28
372954,for_sale,250000.0,1.0,2.0,2.35,"140 Binninger Rd, Salem, NY, 12865",140 Binninger Rd,Salem,New York,12865.0,1308.0,
485068,for_sale,428000.0,1.0,1.0,11.12,"7009B Park Drive Dr E Unit B, Flushing, NY, 11367",7009B Park Drive Dr E Unit B,Flushing,New York,11367.0,635.0,2018-07-24
789665,for_sale,5000000.0,,2.0,,"10 Park Ave Unit 2H, New York City, NY, 10016",10 Park Ave Unit 2H,New York City,New York,10016.0,,
849054,for_sale,3350000.0,4.0,4.0,0.12,"55 Liberty St Unit 7AB, New York City, NY, 10005",55 Liberty St Unit 7AB,New York City,New York,10005.0,,
737022,for_sale,700000.0,3.0,2.0,,"69-09 108th St Unit 110, Forest Hills, NY, 11375",69-09 108th St Unit 110,Forest Hills,New York,11375.0,1430.0,2015-01-28
732022,for_sale,1495000.0,2.0,2.0,1.04,"60 E 9th St Apt 322, New York City, NY, 10003",60 E 9th St Apt 322,New York City,New York,10003.0,,
825648,for_sale,525000.0,1.0,1.0,0.34,"280 Rector Pl Apt 3A, New York City, NY, 10280",280 Rector Pl Apt 3A,New York City,New York,10280.0,625.0,2013-07-19
912256,for_sale,1250000.0,4.0,4.0,0.11,"1546 Robertson Pl, Bronx, NY, 10465",1546 Robertson Pl,Bronx,New York,10465.0,2396.0,2004-05-11
478465,for_sale,959000.0,3.0,2.0,0.26,"138 St Pauls Ave, Staten Island, NY, 10301",138 St Pauls Ave,Staten Island,New York,10301.0,2016.0,2015-05-01
909811,for_sale,695000.0,3.0,2.0,,"6 Chateaux Cir Apt 6B, Scarsdale, NY, 10583",6 Chateaux Cir Apt 6B,Scarsdale,New York,10583.0,1500.0,
747115,for_sale,755000.0,1.0,1.0,,"160 W End Ave Apt 18J, Manhattan, NY, 10023",160 W End Ave Apt 18J,Manhattan,New York,10023.0,,
737349,for_sale,1100000.0,6.0,2.0,0.04,"70-03 68th Pl, Glendale, NY, 11385",70-03 68th Pl,Glendale,New York,11385.0,2172.0,2013-06-20
725648,for_sale,649000.0,3.0,2.0,0.06,"222 Woodrow Rd, Staten Island, NY, 10312",222 Woodrow Rd,Staten Island,New York,10312.0,1200.0,2009-07-21
813920,for_sale,649000.0,,,,"200 E 27th St Apt 2X, New York, NY, 10016",200 E 27th St Apt 2X,New York,New York,10016.0,,2011-09-12
742931,for_sale,1725000.0,1.0,2.0,,"49 Chambers St Apt 9G, New York, NY, 10007",49 Chambers St Apt 9G,New York,New York,10007.0,1149.0,
810333,for_sale,599000.0,3.0,2.0,0.06,"115-45 167th St, Jamaica, NY, 11434",115-45 167th St,Jamaica,New York,11434.0,,
719683,for_sale,358888.0,2.0,1.0,0.02,"145 Lincoln Ave Apt 1K, Staten Island, NY, 10306",145 Lincoln Ave Apt 1K,Staten Island,New York,10306.0,946.0,2006-06-22
783575,for_sale,1400000.0,1.0,1.0,,"200 Chambers St Apt 7L, New York, NY, 10007",200 Chambers St Apt 7L,New York,New York,10007.0,625.0,2013-09-10
562839,for_sale,4750000.0,4.0,3.0,,"1 Clinton St Apt 27B, New York, NY, 11201",1 Clinton St Apt 27B,New York,New York,11201.0,2563.0,
799943,for_sale,850000.0,1.0,2.0,,"59 W 88th St Apt Bf, New York, NY, 10024",59 W 88th St Apt Bf,New York,New York,10024.0,834.0,2019-03-19
493691,for_sale,699000.0,3.0,3.0,0.04,"1912 Radcliff Ave, Bronx, NY, 10462",1912 Radcliff Ave,Bronx,New York,10462.0,1782.0,2008-03-12
515728,for_sale,3295000.0,,2.0,0.29,"7539 Shore Rd, Brooklyn, NY, 11209",7539 Shore Rd,Brooklyn,New York,11209.0,1794.0,2019-08-13
910898,for_sale,599000.0,1.0,1.0,,"166-176 Seeley St Unit 2A, New York City, NY, 11218",166-176 Seeley St Unit 2A,New York City,New York,11218.0,,
854703,for_sale,408888.0,2.0,1.0,,"66-10 Thornton Pl Unit 3, Rego Park, NY, 11374",66-10 Thornton Pl Unit 3,Rego Park,New York,11374.0,1000.0,
864185,for_sale,659000.0,3.0,2.0,,"130 Lenox Ave Unit 616, New York City, NY, 10026",130 Lenox Ave Unit 616,New York City,New York,10026.0,1000.0,
818984,for_sale,360000.0,2.0,1.0,,"5800 Arlington Ave Apt 10X, Bronx, NY, 10471",5800 Arlington Ave Apt 10X,Bronx,New York,10471.0,,2017-06-30
847637,for_sale,219999.0,1.0,1.0,,"5 Whitehall Rd Unit 2L, Eastchester, NY, 10709",5 Whitehall Rd Unit 2L,Eastchester,New York,10709.0,721.0,
822956,for_sale,449000.0,,1.0,,"185 W End Ave Apt 1B, New York City, NY, 10023",185 W End Ave Apt 1B,New York City,New York,10023.0,,
876415,for_sale,539000.0,1.0,1.0,,"256 Winthrop St Unit 4A, New York, NY, 11225",256 Winthrop St Unit 4A,New York,New York,11225.0,588.0,
862691,for_sale,825000.0,4.0,2.0,0.06,"137-28 94th St, Ozone Park, NY, 11417",137-28 94th St,Ozone Park,New York,11417.0,,1997-11-07
920507,for_sale,225000.0,,,0.47,"149 S Main St, Pearl River, NY, 10965",149 S Main St,Pearl River,New York,10965.0,,
555765,for_sale,1525000.0,5.0,2.0,0.05,"24-58 26th St, Astoria, NY, 11102",24-58 26th St,Astoria,New York,11102.0,,2005-01-10
566230,for_sale,999999.0,5.0,4.0,1.0,"1 Winding Brook Dr, Larchmont, NY, 10538",1 Winding Brook Dr,Larchmont,New York,10538.0,3016.0,2021-12-17
905134,for_sale,100000.0,,,0.17,"224 Oak St, Yonkers, NY, 10701",224 Oak St,Yonkers,New York,10701.0,,1989-12-01
734729,for_sale,1075000.0,1.0,1.0,,"36 E 69th St Apt 3A, New York City, NY, 10021",36 E 69th St Apt 3A,New York City,New York,10021.0,,2012-03-16
716247,for_sale,945000.0,1.0,1.0,,"333 Rector Pl Apt 1012, Manhattan, NY, 10280",333 Rector Pl Apt 1012,Manhattan,New York,10280.0,768.0,2012-07-30
803500,for_sale,6250000.0,7.0,7.0,,"330 Convent Ave, New York City, NY, 10031",330 Convent Ave,New York City,New York,10031.0,6400.0,2006-06-12
574376,for_sale,1495000.0,3.0,3.0,0.27,"118 Carleon Ave, Larchmont, NY, 10538",118 Carleon Ave,Larchmont,New York,10538.0,2914.0,1995-11-24
879853,for_sale,299000.0,,1.0,,"345 E 61st St Apt 2B, New York, NY, 10065",345 E 61st St Apt 2B,New York,New York,10065.0,,2016-06-22
909415,for_sale,3650000.0,6.0,8.0,3.39,"6 Sterling Rd S, Armonk, NY, 10504",6 Sterling Rd S,Armonk,New York,10504.0,7584.0,2001-02-28
813597,for_sale,16000000.0,4.0,5.0,,"60 Collister St Apt 3A, New York City, NY, 10013",60 Collister St Apt 3A,New York City,New York,10013.0,5416.0,
798126,for_sale,639000.0,4.0,3.0,,"439 Logan St, New York City, NY, 11208",439 Logan St,New York City,New York,11208.0,,2016-12-20
456650,for_sale,449987.0,3.0,2.0,0.11,"14 Balin Ave, Centereach, NY, 11720",14 Balin Ave,Centereach,New York,11720.0,,2015-12-22
